Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Ford,Model D,2021,1.7,151558,Diesel,Manual,27476.82859
Toyota,Model D,2005,2,143882,Electric,Manual,16831.00461
Ford,Model C,2021,3.1,104135,Petrol,Manual,28848.71158
Honda,Model B,2001,3.8,49402,Electric,Automatic,23113.73266
BMW,Model B,2015,1.8,146099,Electric,Manual,23149.11565
Ford,Model E,2019,2.4,161407,Electric,Manual,25553.18415
BMW,Model C,2000,2.4,76868,Electric,Automatic,18837.02031
Toyota,Model C,2015,3.7,161656,Diesel,Automatic,25791.02291
Audi,Model C,2000,1.8,42245,Petrol,Automatic,21248.99216
Audi,Model C,2000,4.4,15077,Diesel,Manual,28244.65352
BMW,Model D,2006,2.8,108283,Petrol,Automatic,21953.44666
Audi,Model A,2015,2,148924,Electric,Automatic,21476.86534
Ford,Model C,2016,2,118721,Petrol,Automatic,23489.74759
BMW,Model A,2015,1.1,50654,Petrol,Automatic,26693.11292
Honda,Model B,2015,3.4,61663,Petrol,Manual,31666.61232
Ford,Model E,2005,3.7,6600,Petrol,Manual,28871.47323
Ford,Model B,2017,1.1,175469,Diesel,Manual,20153.33326
Ford,Model C,2021,3.1,70580,Electric,Automatic,31031.49147
Honda,Model B,2021,3.7,16411,Diesel,Manual,37692.7392
Toyota,Model D,2002,2.3,64364,Electric,Manual,18926.79863
Audi,Model A,2007,2.5,41860,Diesel,Manual,24456.03765
BMW,Model C,2003,2.3,172880,Diesel,Manual,19335.96083
Toyota,Model D,2003,2.1,65636,Diesel,Manual,23757.07962
BMW,Model A,2016,2.7,190521,Petrol,Manual,23274.3208
Audi,Model D,2021,1.6,15383,Petrol,Manual,30958.75584
Honda,Model B,2004,2.5,56546,Petrol,Automatic,22666.14067
Ford,Model C,2013,4.3,167080,Petrol,Automatic,25918.66637
Ford,Model B,2014,1.1,179688,Diesel,Manual,23431.09682
Honda,Model E,2011,1.6,142581,Diesel,Manual,22619.53337
Toyota,Model C,2012,3.7,177987,Electric,Automatic,25284.62948
Toyota,Model B,2017,1.5,163838,Petrol,Manual,21997.62021
BMW,Model C,2013,1.9,130771,Petrol,Manual,21768.84398
Honda,Model A,2018,2.6,129386,Petrol,Manual,26337.09294
Toyota,Model C,2021,4.3,198096,Petrol,Automatic,30186.34165
Honda,Model C,2006,1.6,34221,Petrol,Automatic,26741.02029
Audi,Model A,2005,4.2,182025,Petrol,Automatic,19092.42425
Ford,Model B,2004,3.5,192932,Diesel,Manual,13759.89958
Ford,Model C,2003,3.3,159764,Petrol,Automatic,18610.32223
Ford,Model D,2017,3.5,94843,Petrol,Manual,31879.86694
Honda,Model C,2013,1.1,175472,Diesel,Automatic,17785.17694
Honda,Model B,2015,1.3,102863,Electric,Automatic,24862.18554
BMW,Model A,2019,2.2,73353,Diesel,Automatic,26982.70957
Ford,Model B,2013,1.3,99819,Petrol,Automatic,22520.81983
BMW,Model E,2004,4.5,110417,Diesel,Automatic,22901.84366
Ford,Model C,2021,3,81248,Petrol,Manual,31132.03359
BMW,Model C,2010,2.7,15964,Diesel,Manual,29007.85406
BMW,Model A,2011,3.7,158814,Electric,Manual,25341.19465
Audi,Model C,2017,4.4,188439,Petrol,Manual,26039.20586
BMW,Model D,2003,4.3,194939,Diesel,Manual,17080.10539
Honda,Model D,2012,3.8,188811,Diesel,Automatic,20118.2236
BMW,Model B,2019,2.3,34195,Diesel,Automatic,33555.18371
Ford,Model A,2012,1.2,175236,Petrol,Manual,17008.2535
BMW,Model E,2003,1.3,148469,Diesel,Manual,16707.82438
Toyota,Model B,2006,1,171119,Petrol,Manual,12260.5852
Ford,Model A,2001,1,68885,Petrol,Manual,21195.62005
Toyota,Model A,2020,4.3,178951,Electric,Automatic,34219.89782
Ford,Model B,2017,4.2,12157,Electric,Automatic,35951.04993
Honda,Model B,2020,3.3,122445,Diesel,Manual,28898.95739
Honda,Model C,2005,3.5,62214,Petrol,Manual,28266.87598
Honda,Model E,2015,2.8,13885,Diesel,Automatic,30413.61253
Toyota,Model D,2002,1.8,107922,Petrol,Automatic,18304.64835
Audi,Model C,2021,4.2,138090,Petrol,Manual,25463.12372
Ford,Model A,2014,2,79127,Diesel,Automatic,25889.53086
Honda,Model E,2020,3.6,389,Petrol,Manual,38493.69524
Ford,Model E,2019,1.9,170731,Diesel,Automatic,22842.78457
Toyota,Model B,2009,4,16519,Petrol,Manual,29785.83277
Audi,Model E,2008,3.3,35224,Diesel,Automatic,26965.98815
Toyota,Model E,2010,3.2,57944,Diesel,Manual,31428.39423
Ford,Model A,2013,1.3,23497,Electric,Automatic,27379.87164
Audi,Model C,2011,2.5,156266,Electric,Manual,21764.40366
Audi,Model E,2006,2.8,140840,Petrol,Automatic,19748.49469
Toyota,Model B,2010,2,159417,Diesel,Automatic,22085.57562
Honda,Model C,2016,4.1,120784,Diesel,Manual,27549.31673
Ford,Model B,2008,3.9,142189,Diesel,Manual,26206.05702
BMW,Model E,2021,2.7,38274,Diesel,Manual,32751.91289
BMW,Model C,2012,2.2,188424,Diesel,Automatic,22321.60763
Toyota,Model E,2015,3.8,74931,Petrol,Automatic,29615.53137
Ford,Model A,2002,1.7,9913,Electric,Manual,24540.91562
Ford,Model C,2004,1.3,187835,Diesel,Manual,15287.67141
Toyota,Model B,2016,1.2,139857,Diesel,Manual,22287.66613
Ford,Model A,2000,1.1,107101,Diesel,Automatic,18582.58217
Honda,Model D,2020,2.7,34237,Petrol,Manual,35279.97356
Toyota,Model B,2008,1.9,79987,Electric,Manual,21511.22723
Honda,Model E,2016,3.4,181919,Electric,Automatic,23270.15271
Ford,Model B,2012,3.3,30964,Diesel,Manual,29568.21843
Toyota,Model D,2014,2.9,99610,Petrol,Automatic,26223.93932
Ford,Model B,2020,2.2,5332,Electric,Automatic,35212.29199
Toyota,Model A,2007,4,26263,Electric,Automatic,29904.06401
Ford,Model B,2007,3.5,47554,Petrol,Manual,25323.36958
Honda,Model C,2001,2,151439,Electric,Automatic,14221.96929
Honda,Model D,2009,2.8,142990,Petrol,Automatic,22176.00172
Ford,Model B,2004,1.5,107544,Electric,Manual,20355.23894
Toyota,Model D,2015,2.2,53480,Petrol,Automatic,31355.71518
BMW,Model A,2018,4.5,194051,Diesel,Automatic,27640.88759
Honda,Model C,2000,1.8,150815,Electric,Manual,14810.72078
Honda,Model E,2012,3.4,71863,Electric,Automatic,27759.18678
BMW,Model B,2003,1.8,47354,Electric,Manual,20274.90307
Ford,Model A,2006,4.3,157986,Petrol,Automatic,22545.09327
Toyota,Model D,2000,2.1,39709,Electric,Automatic,20240.65438
Ford,Model D,2001,2.2,67933,Electric,Manual,19685.96841
Audi,Model A,2015,3.1,15698,Petrol,Automatic,33104.52169
Honda,Model B,2013,3.1,153523,Electric,Manual,21144.4695
Audi,Model E,2004,3,105463,Electric,Manual,17894.0978
Honda,Model B,2013,3,143489,Petrol,Automatic,22422.93864
Honda,Model C,2016,2.1,32954,Petrol,Manual,31135.51648
Audi,Model B,2011,2.5,62884,Petrol,Automatic,27056.08322
Audi,Model C,2019,3.1,163311,Electric,Automatic,28415.91792
Ford,Model D,2011,3.3,67100,Diesel,Manual,24444.52156
Audi,Model C,2002,1.9,170653,Petrol,Automatic,16291.9451
Ford,Model E,2020,3.5,100213,Electric,Automatic,28113.38856
Ford,Model A,2020,4.2,106773,Diesel,Automatic,29898.80859
Ford,Model C,2001,3.7,148938,Diesel,Automatic,16858.90746
Honda,Model B,2020,1.3,188128,Petrol,Automatic,19934.53979
Honda,Model C,2020,2.6,21266,Petrol,Automatic,38420.95197
Audi,Model D,2014,2.5,111847,Petrol,Automatic,26469.16605
Honda,Model C,2010,2.2,173909,Petrol,Manual,16008.43286
Audi,Model E,2009,2.7,143724,Petrol,Automatic,18569.70419
Honda,Model C,2017,2.5,13789,Electric,Manual,31971.92427
Toyota,Model E,2021,1,114624,Electric,Manual,26105.10904
Toyota,Model B,2020,1.8,143827,Petrol,Manual,24136.66591
Audi,Model D,2001,1.7,42608,Electric,Automatic,24147.78158
Honda,Model A,2006,2.2,165764,Petrol,Manual,16331.73702
Honda,Model B,2006,1.6,30667,Petrol,Automatic,25525.00475
Ford,Model B,2006,1.2,68234,Diesel,Manual,22614.10976
BMW,Model A,2013,1.7,47929,Petrol,Manual,31310.03468
Audi,Model C,2001,4,124177,Diesel,Automatic,26183.11137
BMW,Model C,2001,3.8,189767,Electric,Manual,18999.70432
BMW,Model C,2014,2.5,80789,Petrol,Manual,27032.77685
Audi,Model D,2010,4.1,79671,Diesel,Automatic,28931.05995
Honda,Model B,2009,1.8,58561,Diesel,Automatic,25401.18035
Audi,Model E,2002,3,196374,Electric,Automatic,12461.38044
BMW,Model A,2016,1.5,82191,Diesel,Automatic,22894.12333
Honda,Model B,2008,3.9,116011,Petrol,Manual,26949.02064
Toyota,Model C,2014,1.5,106055,Petrol,Automatic,26430.38717
Audi,Model A,2013,1.1,15117,Diesel,Automatic,29918.83707
Audi,Model E,2018,2,84872,Petrol,Manual,27330.52937
Honda,Model B,2016,4.2,16714,Petrol,Manual,35219.13615
Toyota,Model B,2021,1.5,169711,Diesel,Manual,23097.88538
Toyota,Model D,2019,2.2,183781,Electric,Automatic,27389.40706
Honda,Model B,2016,2.1,141931,Electric,Automatic,23326.56572
Ford,Model B,2015,3.8,198435,Petrol,Manual,22614.12816
Audi,Model E,2019,2.5,141099,Diesel,Manual,26125.70928
Audi,Model E,2007,3.1,89869,Petrol,Automatic,23424.00899
BMW,Model A,2006,2.4,111452,Petrol,Automatic,21083.76028
Honda,Model C,2011,2.9,130041,Diesel,Automatic,25602.3698
BMW,Model E,2000,1.2,7184,Electric,Manual,21294.94242
BMW,Model A,2011,2.3,155328,Petrol,Manual,20150.05913
Toyota,Model B,2005,4,48339,Electric,Manual,25775.95543
Audi,Model A,2015,3.4,44896,Petrol,Automatic,29983.01254
BMW,Model A,2017,4.4,18557,Diesel,Automatic,31483.01882
Toyota,Model A,2018,3.8,161589,Diesel,Manual,29328.50053
Honda,Model A,2002,2.6,102013,Electric,Manual,21333.54516
BMW,Model E,2002,3.4,196737,Petrol,Automatic,20079.08244
Audi,Model C,2004,3.7,55039,Diesel,Manual,26409.47592
BMW,Model A,2002,1.9,198166,Petrol,Automatic,10878.70609
Honda,Model D,2018,1.2,85120,Petrol,Automatic,26447.85616
BMW,Model B,2004,2.4,144907,Electric,Automatic,18923.45593
Audi,Model B,2013,1.5,36492,Petrol,Automatic,28158.96429
Toyota,Model B,2020,2,52685,Petrol,Manual,33961.5238
Audi,Model B,2015,4.3,119753,Electric,Automatic,26642.34795
Toyota,Model B,2000,4,124683,Diesel,Manual,21899.62575
Ford,Model A,2016,3.1,4693,Petrol,Manual,32628.6829
Audi,Model C,2010,2.4,48401,Petrol,Automatic,31517.22228
Audi,Model D,2008,1.9,156262,Diesel,Manual,20750.83335
Honda,Model E,2020,3,126290,Electric,Manual,28159.74857
BMW,Model D,2003,2.9,163677,Diesel,Manual,20834.77416
Toyota,Model E,2001,3.7,152718,Petrol,Manual,18772.68285
Toyota,Model E,2008,4.2,176550,Petrol,Manual,23933.00029
Honda,Model D,2021,2.2,26957,Electric,Automatic,31779.98182
Honda,Model A,2004,1.7,116552,Electric,Manual,18721.69665
BMW,Model B,2003,2.4,190368,Diesel,Automatic,18328.59027
BMW,Model A,2004,2.5,110423,Electric,Manual,19745.20866
Audi,Model B,2017,1.1,170247,Diesel,Automatic,15116.78086
Ford,Model C,2012,4,37010,Diesel,Manual,29637.4446
BMW,Model E,2004,4.5,10251,Petrol,Manual,32453.73875
Honda,Model D,2018,4.2,22343,Diesel,Manual,38453.22055
BMW,Model C,2002,4,87943,Diesel,Automatic,22170.41444
Toyota,Model B,2021,4.5,71734,Electric,Automatic,31725.97072
Ford,Model A,2017,4.2,96485,Electric,Manual,30140.81376
Audi,Model D,2005,3.4,114643,Petrol,Automatic,24500.12456
Toyota,Model E,2005,1.6,177273,Petrol,Automatic,15398.01981
Toyota,Model C,2004,1.5,34385,Petrol,Manual,18301.16831
Ford,Model E,2000,1.2,38848,Diesel,Automatic,20592.1104
Audi,Model B,2007,2.4,110538,Electric,Manual,23837.4284
Honda,Model E,2000,3.8,112174,Diesel,Automatic,24157.10602
Audi,Model A,2020,2.7,132971,Petrol,Automatic,23628.20781
BMW,Model C,2005,2.3,100338,Electric,Automatic,23372.98065
Toyota,Model C,2019,1.4,13983,Diesel,Automatic,30973.47418
BMW,Model A,2013,1.2,22706,Electric,Manual,25444.34438
Honda,Model E,2010,2.4,20357,Diesel,Automatic,24486.82735
BMW,Model A,2001,1.3,27528,Petrol,Automatic,17013.08521
Audi,Model D,2020,1.4,29223,Diesel,Manual,28802.48644
BMW,Model A,2003,2.4,49877,Diesel,Manual,21175.73603
Honda,Model E,2012,2.8,44487,Petrol,Manual,28163.06659
Honda,Model A,2006,1.7,114167,Petrol,Manual,22653.06988
Honda,Model B,2005,3.4,139103,Diesel,Automatic,21204.15083
Audi,Model A,2002,2.5,156825,Diesel,Automatic,14074.52916
Honda,Model A,2008,1.3,94197,Diesel,Automatic,18853.30832
Toyota,Model E,2013,3.2,77137,Petrol,Manual,28713.38758
Honda,Model D,2019,2.2,10675,Petrol,Manual,30861.29124
BMW,Model D,2010,1.2,170379,Petrol,Automatic,17648.18086
BMW,Model E,2004,4.3,45221,Electric,Manual,29645.82412
BMW,Model E,2013,3,159171,Electric,Manual,24840.86369
Audi,Model E,2018,2.7,89020,Petrol,Automatic,27851.44733
BMW,Model B,2007,4,50711,Electric,Automatic,26001.15866
Audi,Model C,2006,4.3,180173,Electric,Manual,25530.04109
Audi,Model A,2006,1.8,147856,Diesel,Manual,16806.31025
Honda,Model E,2002,3.8,36978,Diesel,Automatic,30533.78992
Toyota,Model E,2002,3.9,29022,Diesel,Automatic,29587.4513
Honda,Model E,2017,1.2,85251,Electric,Manual,25458.14434
Honda,Model D,2012,3.5,37739,Electric,Automatic,27673.35118
Audi,Model E,2000,1.2,83169,Diesel,Automatic,17318.51719
Audi,Model A,2004,3.1,4226,Diesel,Manual,29622.90705
BMW,Model E,2003,3.3,153863,Petrol,Manual,18646.87699
BMW,Model A,2015,2.3,100258,Electric,Manual,23452.21875
Honda,Model B,2014,4.1,88897,Diesel,Automatic,28637.11408
Ford,Model C,2017,3.8,106844,Diesel,Manual,30538.29121
Ford,Model D,2016,4.2,43478,Diesel,Manual,34168.4591
BMW,Model A,2013,2.1,188576,Electric,Manual,20434.15509
Ford,Model B,2013,1.1,41073,Diesel,Manual,24714.03908
BMW,Model C,2018,3.8,6161,Diesel,Manual,35047.41468
Audi,Model C,2005,1.8,97465,Diesel,Automatic,19306.33052
Honda,Model C,2012,2.6,38229,Diesel,Manual,28559.05667
Toyota,Model A,2017,3.9,1628,Diesel,Manual,35744.04575
Honda,Model B,2014,1.8,73516,Petrol,Automatic,25436.62737
BMW,Model E,2006,2.1,102542,Diesel,Manual,19388.04526
BMW,Model B,2018,2.5,162446,Petrol,Automatic,27379.73577
Honda,Model B,2016,2,46892,Electric,Automatic,29251.42316
BMW,Model B,2008,2.6,77411,Electric,Manual,25762.4332
Ford,Model A,2010,1,22980,Electric,Manual,23366.88274
Ford,Model A,2004,1.7,165835,Electric,Automatic,15928.59726
BMW,Model A,2001,3.9,141373,Electric,Manual,18705.2559
BMW,Model B,2014,2.4,197203,Diesel,Manual,23768.57628
Ford,Model A,2011,3.2,50451,Diesel,Manual,26212.30113
BMW,Model C,2009,1.8,126630,Electric,Manual,18752.20267
BMW,Model A,2009,3.3,21798,Diesel,Manual,29145.96087
Honda,Model D,2019,4.5,189568,Petrol,Automatic,25687.43574
Toyota,Model A,2010,3.1,192875,Petrol,Automatic,23381.15603
Ford,Model A,2009,3.2,101320,Diesel,Automatic,22014.27504
Honda,Model A,2006,1.4,9589,Electric,Automatic,23845.19763
Toyota,Model A,2013,2.4,111251,Electric,Automatic,23903.16397
BMW,Model D,2012,4,80633,Petrol,Automatic,29569.78332
BMW,Model E,2004,3.9,107656,Diesel,Manual,21812.67319
Honda,Model A,2018,2.8,48222,Petrol,Manual,31704.0247
BMW,Model C,2009,4.2,6381,Diesel,Automatic,29859.00333
Audi,Model D,2007,1.5,90907,Electric,Automatic,18935.95993
Honda,Model E,2017,3.3,56615,Petrol,Manual,30817.19587
Toyota,Model A,2000,1.9,161660,Diesel,Manual,14508.00504
Honda,Model E,2004,3.3,68453,Electric,Manual,23615.96684
Ford,Model C,2010,1.3,27115,Diesel,Automatic,24468.90532
Honda,Model D,2019,4.3,4353,Electric,Automatic,39611.3841
BMW,Model D,2010,3.8,76162,Diesel,Manual,28395.3303
BMW,Model E,2015,1.7,69901,Petrol,Automatic,26893.32849
Audi,Model A,2009,3.2,26576,Diesel,Automatic,30719.09931
Audi,Model B,2014,3.7,113506,Petrol,Manual,25004.32475
Audi,Model D,2006,1.7,85038,Petrol,Manual,25305.57646
Toyota,Model B,2014,1.3,154205,Petrol,Manual,17531.52775
Audi,Model D,2015,2.2,43701,Electric,Automatic,31177.78258
Toyota,Model A,2005,1.5,91837,Petrol,Manual,16548.69947
Audi,Model A,2010,3,124390,Petrol,Automatic,23651.51958
Toyota,Model D,2016,2.5,173618,Petrol,Manual,22082.69512
Honda,Model E,2014,2.6,83661,Electric,Manual,30071.53173
Honda,Model A,2015,2.9,180015,Diesel,Manual,24841.30711
BMW,Model A,2001,4.4,199066,Electric,Manual,17772.20131
Toyota,Model C,2003,3.8,27468,Electric,Automatic,27789.88605
Ford,Model A,2018,3.2,124854,Diesel,Manual,28720.95524
BMW,Model C,2005,2.3,194684,Diesel,Manual,17769.2643
Honda,Model A,2017,1.1,39123,Petrol,Manual,27350.46326
Toyota,Model A,2020,1.4,72599,Petrol,Automatic,26781.62703
Audi,Model E,2010,3.6,137075,Diesel,Manual,20003.73023
Ford,Model E,2008,2.3,142096,Diesel,Automatic,19806.20077
Honda,Model A,2002,2.2,17173,Electric,Manual,23810.16664
BMW,Model D,2001,4.1,137530,Electric,Automatic,18822.09105
Toyota,Model D,2017,2.7,61194,Electric,Automatic,29689.10798
Ford,Model A,2014,4.1,121110,Diesel,Automatic,30372.65473
Toyota,Model D,2021,4.1,53621,Petrol,Automatic,35197.35214
Audi,Model A,2017,1.3,64213,Electric,Automatic,25412.21253
BMW,Model E,2018,4.3,105959,Electric,Automatic,33148.43137
Toyota,Model B,2014,1.3,133181,Diesel,Manual,22379.40043
Honda,Model C,2016,4.4,121710,Electric,Automatic,30095.41206
BMW,Model D,2017,2.6,144437,Diesel,Automatic,24620.6086
Honda,Model D,2017,3.7,182609,Petrol,Manual,23249.30114
Toyota,Model E,2010,3.5,29145,Electric,Automatic,30029.43992
BMW,Model D,2017,2.8,77935,Electric,Automatic,29938.49946
Honda,Model A,2002,3.2,70621,Electric,Manual,21434.97688
Audi,Model A,2012,4.3,154892,Diesel,Manual,26167.23061
Audi,Model B,2013,4.2,80195,Diesel,Manual,31759.80219
Toyota,Model B,2003,3.3,164458,Petrol,Manual,16844.59775
BMW,Model B,2017,3.3,21274,Diesel,Automatic,33880.79844
Ford,Model A,2004,1.9,140146,Electric,Automatic,17592.60853
BMW,Model B,2013,3.9,198311,Electric,Automatic,25304.20228
Audi,Model B,2011,3.2,106057,Diesel,Manual,27751.58206
Honda,Model A,2006,3.9,10987,Petrol,Manual,29373.94712
Ford,Model E,2011,3.3,128603,Diesel,Manual,24664.72692
Toyota,Model D,2007,2,160852,Diesel,Manual,18009.96709
Ford,Model C,2020,1.7,182643,Electric,Automatic,21151.1305
Toyota,Model A,2020,1.3,62538,Electric,Manual,29260.70589
Ford,Model A,2002,3.1,127571,Electric,Manual,19943.7173
Toyota,Model C,2021,2,110324,Diesel,Automatic,26472.87836
Toyota,Model C,2000,3.2,88291,Diesel,Manual,17052.50149
Ford,Model B,2002,1.2,64082,Petrol,Manual,20297.10703
Ford,Model C,2010,2.3,141299,Electric,Automatic,20822.8721
Toyota,Model D,2017,1.9,169998,Petrol,Manual,24168.60466
Audi,Model D,2006,2.3,7148,Electric,Manual,23515.47068
Ford,Model D,2008,1.2,166700,Petrol,Automatic,17208.45297
BMW,Model D,2003,3.5,30900,Electric,Manual,25891.5125
Honda,Model D,2009,1.4,11771,Diesel,Manual,25291.89732
Toyota,Model B,2017,1.1,198993,Electric,Automatic,22911.25449
Toyota,Model A,2015,4.3,66461,Petrol,Automatic,32098.77741
Honda,Model C,2011,1.7,38989,Petrol,Manual,22488.8036
Audi,Model A,2018,3.9,32996,Electric,Automatic,33348.73569
Honda,Model C,2021,4.4,181992,Diesel,Automatic,25973.52872
Ford,Model B,2002,2.9,26997,Electric,Manual,27280.8574
Honda,Model B,2007,2.8,29488,Diesel,Manual,27118.15847
Toyota,Model E,2018,2.3,109752,Electric,Manual,26792.41815
Honda,Model E,2008,2.5,22975,Diesel,Manual,24029.88772
BMW,Model B,2018,2.7,37310,Electric,Automatic,31880.1099
Ford,Model B,2016,1.5,64254,Electric,Automatic,28885.23064
Honda,Model C,2012,2.3,93264,Diesel,Manual,26119.8637
Toyota,Model B,2001,3.9,103197,Diesel,Automatic,23244.51766
Ford,Model A,2003,1.6,25809,Electric,Manual,25277.98223
Toyota,Model C,2010,3.6,105730,Petrol,Manual,28970.30199
Audi,Model B,2001,3.3,43995,Diesel,Automatic,24116.52958
BMW,Model C,2003,1.2,199204,Petrol,Manual,14116.86049
Audi,Model C,2003,1.1,124189,Petrol,Manual,19917.83457
BMW,Model D,2019,2.2,57812,Petrol,Automatic,28000.84692
Honda,Model E,2000,3.4,59760,Petrol,Manual,23767.98924
Ford,Model C,2010,2.2,126675,Electric,Manual,20022.05474
Honda,Model C,2001,3.3,104419,Diesel,Automatic,20131.63221
BMW,Model D,2018,3.3,17507,Electric,Manual,36400.82757
BMW,Model B,2007,3.8,34388,Electric,Manual,26692.94263
BMW,Model C,2019,1.3,191447,Electric,Manual,23708.53902
Toyota,Model D,2003,3,62164,Electric,Manual,22177.21782
Ford,Model A,2015,1.2,85894,Electric,Manual,26804.02007
Honda,Model D,2014,1.6,57095,Diesel,Manual,29271.92304
Honda,Model E,2004,2.1,183253,Electric,Automatic,14224.4647
Audi,Model E,2004,3.5,80469,Electric,Manual,25252.43385
BMW,Model B,2014,4.4,177726,Electric,Manual,28132.75455
BMW,Model B,2016,2.2,99774,Petrol,Manual,25546.0576
BMW,Model E,2002,2.8,113855,Electric,Automatic,21044.6412
Honda,Model E,2017,1.9,76189,Diesel,Automatic,25099.76288
Audi,Model C,2010,3.4,115964,Diesel,Manual,29384.74456
Toyota,Model E,2005,2.3,146372,Diesel,Manual,17291.47113
Ford,Model B,2011,2.7,160304,Petrol,Manual,21307.75784
Toyota,Model E,2021,3,140920,Diesel,Automatic,28187.87825
Honda,Model B,2016,3.4,199718,Petrol,Automatic,23977.46933
BMW,Model A,2013,1.2,102945,Diesel,Automatic,23648.58828
Ford,Model E,2005,2.9,193289,Petrol,Automatic,18498.7346
Honda,Model B,2009,2.5,7176,Diesel,Manual,25921.28378
Honda,Model D,2015,1.5,73915,Electric,Manual,23306.70423
Honda,Model C,2017,1.7,45663,Diesel,Manual,32013.50114
Ford,Model B,2019,4.1,6788,Diesel,Automatic,38676.18481
Ford,Model E,2005,4.1,193186,Diesel,Automatic,17436.0127
Audi,Model E,2018,1.1,6282,Electric,Automatic,30678.04451
Audi,Model A,2002,3.4,112218,Petrol,Manual,22814.29037
Toyota,Model D,2011,2.9,5375,Petrol,Automatic,34158.01603
Ford,Model B,2015,4.3,163475,Electric,Manual,25976.55146
Ford,Model D,2002,4.2,18610,Electric,Automatic,29512.66939
Ford,Model A,2015,3,118781,Petrol,Automatic,28014.32108
Audi,Model C,2003,1.5,125194,Petrol,Manual,15863.47908
Honda,Model D,2019,2.6,132412,Petrol,Automatic,26390.38796
BMW,Model A,2012,3.5,172710,Petrol,Manual,21861.90192
Audi,Model B,2003,4.3,73519,Petrol,Automatic,26145.30006
Ford,Model C,2003,2.3,107345,Electric,Automatic,16641.96689
Audi,Model E,2006,3.7,179483,Petrol,Manual,19989.88536
Toyota,Model A,2020,3.4,32088,Petrol,Automatic,33480.64525
Ford,Model E,2011,1.3,111318,Diesel,Automatic,17446.95103
Toyota,Model C,2001,3,158432,Electric,Manual,18195.39919
Ford,Model A,2015,1.6,74063,Electric,Automatic,27351.6646
Audi,Model A,2006,3.4,90915,Petrol,Manual,21355.68865
Honda,Model C,2018,3.1,62294,Diesel,Manual,31090.62191
BMW,Model B,2010,4.4,46661,Diesel,Manual,27714.87277
Toyota,Model A,2000,4.3,74090,Petrol,Automatic,24139.81652
Audi,Model C,2008,1,149477,Diesel,Manual,19864.54316
Honda,Model D,2004,1.3,46185,Petrol,Automatic,20275.29386
Audi,Model E,2016,3.7,68105,Electric,Manual,30406.85794
Toyota,Model A,2000,3.4,89301,Diesel,Manual,25562.37729
BMW,Model D,2016,3.8,93142,Petrol,Automatic,28452.98983
Audi,Model A,2011,1.9,178692,Petrol,Manual,17494.30921
Ford,Model B,2012,4,11578,Petrol,Manual,32410.61991
Honda,Model C,2010,2.5,189320,Electric,Manual,24367.06896
Audi,Model A,2012,1.9,104358,Diesel,Automatic,24088.86746
Honda,Model C,2012,1,179952,Electric,Manual,16686.62275
Ford,Model A,2005,4,30202,Electric,Automatic,29181.55215
BMW,Model B,2021,2.9,79963,Diesel,Automatic,32791.92249
BMW,Model B,2005,4.4,24381,Electric,Automatic,30294.38702
Ford,Model D,2019,3.5,194392,Petrol,Automatic,27345.79193
Honda,Model B,2020,1.3,168298,Diesel,Automatic,25057.10174
Audi,Model C,2009,3.1,84005,Electric,Manual,25242.63284
Ford,Model B,2018,1.1,128730,Diesel,Manual,23506.38174
Toyota,Model A,2002,3,150167,Electric,Manual,20173.71728
Honda,Model B,2006,2.2,39615,Petrol,Automatic,19530.74367
BMW,Model C,2004,3.3,183928,Electric,Manual,13218.77562
Ford,Model A,2007,2.9,162282,Diesel,Manual,18990.63984
BMW,Model D,2004,1.9,5802,Electric,Manual,23823.60089
Honda,Model D,2011,1.6,103533,Petrol,Automatic,23911.90456
BMW,Model D,2003,2.4,114831,Petrol,Manual,18597.97119
Ford,Model A,2018,4.5,11841,Petrol,Manual,38752.01903
Honda,Model D,2017,2.5,101572,Electric,Automatic,27709.59904
Toyota,Model B,2002,3.6,64660,Diesel,Manual,22406.75167
Ford,Model A,2006,1.2,112187,Electric,Manual,21317.4015
Audi,Model A,2007,2.3,100489,Electric,Automatic,22630.26509
Ford,Model A,2014,3,18921,Electric,Automatic,28457.06826
Honda,Model E,2020,3.6,178577,Diesel,Automatic,28800.70326
Ford,Model C,2016,2.8,137817,Petrol,Automatic,27236.74284
Toyota,Model E,2018,2.8,31443,Petrol,Manual,29473.8197
Toyota,Model E,2003,3.7,15016,Petrol,Automatic,27363.68839
Audi,Model E,2015,2.1,78755,Diesel,Manual,27971.79352
BMW,Model C,2012,1.3,113264,Electric,Automatic,18606.67119
Honda,Model E,2011,2.2,29012,Electric,Automatic,29560.41715
Honda,Model D,2003,1.6,87617,Electric,Automatic,17942.27913
BMW,Model A,2011,4.4,196909,Diesel,Manual,21724.22363
Toyota,Model A,2016,3,149621,Electric,Manual,24950.76978
Toyota,Model B,2008,2.6,100064,Diesel,Manual,24595.26229
Ford,Model D,2011,4.2,77974,Petrol,Manual,30995.58283
Audi,Model C,2014,4.2,166494,Petrol,Automatic,29405.51967
Audi,Model A,2019,2.5,21251,Diesel,Automatic,30650.91033
Audi,Model E,2001,4.1,161538,Petrol,Automatic,20356.86095
Ford,Model B,2008,1.2,37860,Diesel,Manual,24870.87369
Audi,Model B,2013,4.1,137652,Electric,Manual,27786.90629
BMW,Model A,2003,2.1,48201,Petrol,Automatic,20330.82467
